ip,asn,asn_description,country,network_name
81.127.33.103,3269,"ASN-IBSNAZ, IT",IT,IT-INTERBUSINESS-20020708
198.223.161.226,22394,"CELLCO, US",,MCICS
181.237.33.78,3816,"COLOMBIA TELECOMUNICACIONES S.A. ESP BIC, CO",,181.236.0.0 - 181.237.255.255
206.158.124.101,174,"COGENT-174, US",,SPRINT-N
209.166.152.67,17054,"EXPEDIENT, US",,EXPEDIENT-18
28.210.209.148,749,"DNIC-AS-00749, US",,DNIC-NET-028
164.236.177.122,721,"DNIC-ASBLK-00721-00726, US",,DNIC-SUPERBLK1
202.68.48.144,NA,NA,HK,SUNNYVISION
18.111.52.45,16509,"AMAZON-02, US",,AT-88-Z
207.177.204.236,11770,"NET56, US",,NET56-BLK
155.151.36.115,367,"DNIC-ASBLK-00306-00371, US",,REDSTONE-NET2
175.173.215.225,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-LN
165.5.243.31,NA,NA,ZA,ORG-WA1-AFRINIC
81.164.247.16,6848,"TELENET-AS, BE",BE,TELENET
156.122.19.192,NA,NA,,USCOURTS4
128.143.106.119,225,"VIRGINIA-AS, US",,UNIVERSITY-OF-VIRGINIA
159.175.131.24,26567,"AS-LMGC-TOR-01, CA",,LOYALTYONE-NETWORK
157.74.249.210,131932,"JEIS-NET JR East Information Systems Company, JP",JP,JEIS-IPNET
203.109.198.68,9500,"ONENZ-TRANSIT-AS One New Zealand Group Limited, NZ",NZ,VFNZ-DSL-2
58.142.191.177,10036,"CNM-AS-KR DLIVE, KR",KR,DLIVE-KR
145.106.209.86,NA,NA,NL,SURFNET-BLOCKB102
108.205.57.185,7018,"ATT-INTERNET4, US",,SBCIS-SBIS
67.159.103.251,13371,"DUKE-INTERCHANGE, US",,DUKE-NET2
215.51.201.72,749,"DNIC-AS-00749, US",,DNIC-NET-215
205.117.146.167,749,"DNIC-AS-00749, US",,NETBLK-NIC-BLK1
200.117.123.214,7303,"Telecom Argentina S.A., AR",,200.117.122.0 - 200.117.123.255
223.12.253.21,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,sxtybas
213.22.251.166,2860,"NOS_COMUNICACOES, PT",PT,NOS
197.9.241.36,327934,"Tunisie-Telecom, TN",TN,ORG-ATIA2-AFRINIC
219.155.103.104,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-CN
160.157.203.64,37492,"ORANGE-, TN",TN,
62.105.32.71,25474,"OKB-TELECOM-AS, RU",RU,OKB-TELECOM_Primary
181.236.222.92,3816,"COLOMBIA TELECOMUNICACIONES S.A. ESP BIC, CO",,181.236.0.0 - 181.237.255.255
177.126.251.225,262363,"Wharehouse Informatica e Multimidia Ltda, BR",BR,178212
191.6.165.185,266196,"BRASCOM SOLUCOES E TECNOLOGIA LTDA ME, BR",BR,495409
198.214.101.199,3354,"THENET-AS-3354, US",,TEX-ED1
162.128.155.210,21859,"ZEN-ECN, US",SG,ZEN-SG
110.238.250.128,16509,"AMAZON-02, US",,AMAZO-4
165.184.17.196,1761,"TDIR-CAPNET, US",,HHSC-STATE-TX-US
177.4.68.201,8167,"V tal, BR",BR,516208
216.65.150.21,7029,"WINDSTREAM, US",,PNL-71
150.31.146.45,2497,"IIJ Internet Initiative Japan Inc., JP",JP,IIJNET
179.33.115.182,3816,"COLOMBIA TELECOMUNICACIONES S.A. ESP BIC, CO",,179.32.0.0 - 179.33.255.255
208.99.78.20,29789,"REFLECTED, US",,REFLECTED-3
220.185.127.87,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-ZJ-JX
223.127.44.111,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,CMNET
131.79.223.3,27046,"DNIC-ASBLK-27032-27159, US",,DDTC
206.53.29.20,NA,NA,,PCI
156.126.108.195,NA,NA,,USCOURTS8
54.37.113.226,16276,"OVH, FR",DE,OVH_157772416
201.92.189.53,27699,"TELEFONICA BRASIL S.A, BR",BR,78209
162.124.59.167,NA,NA,,CITI-162-124
201.196.147.78,11830,"Instituto Costarricense de Electricidad y Telecom., CR",,201.196.128.0 - 201.196.159.255
67.141.247.78,7029,"WINDSTREAM, US",,67-141-246-0
207.68.213.47,13765,"NEDELCO, US",,NCTCNET
215.49.95.47,749,"DNIC-AS-00749, US",,DNIC-NET-215
11.91.88.140,749,"DNIC-AS-00749, US",,DODIIS
219.152.197.125,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-CQ
197.106.112.173,NA,NA,ZA,ORG-CC2-AFRINIC
209.68.50.27,7859,"PAIR-NETWORKS, US",,PAIRNET
217.227.248.194,3320,"DTAG Internet service provider operations, DE",DE,DTAG-DIAL15
167.35.173.201,NA,NA,,GTIS-B1-4
204.41.9.154,808,"GONET-ASN-1, CA",,CTS003-A
154.13.201.74,174,"COGENT-174, US",,AVENTICE-CGNT-NET-3
156.131.24.176,NA,NA,,USCOURTS13
64.88.120.75,26463,"MISD-NET, US",,MISD-NET
105.61.221.150,NA,NA,KE,
175.23.119.228,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-JL
214.167.29.110,749,"DNIC-AS-00749, US",,DNIC-NET-214
138.255.4.33,263949,"Mega Internet LTDA ME, BR",BR,262013
208.63.39.174,6389,"BELLSOUTH-NET-BLK, US",,BELLSNET-BLK7
123.70.104.235,NA,NA,CN,JIFUDE
206.197.132.214,NA,NA,,HANOVER
106.117.7.6,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-HE
213.198.251.179,8771,"YUNET-AS, RS",RS,YUNET-NET
222.224.236.215,9595,"XEPHION NTT-ME Corporation, JP",JP,XEPHION
184.161.30.216,5769,"VIDEOTRON, CA",,VL-DHCPVIDEOTRON-RC-B8A11E00
170.97.105.105,NA,NA,,HUD
146.189.227.253,5724,"UMASSMED, US",,UMASSMED
165.234.181.1,19530,"NDIN-STATE, US",,ND-B
197.129.30.96,6713,"IAM-AS, MA",MA,
114.184.49.206,4713,"OCN NTT Communications Corporation, JP",JP,PLALA
207.71.221.189,4927,"IMPU, US",,IMPU
216.232.197.151,852,"TELUS Communications, CA",,TELUS-HSIA-NVCRBC1
179.53.100.84,6400,"Compania Dominicana de Telefonos S. A., DO",,179.52.0.0 - 179.53.255.255
214.16.159.17,721,"DNIC-ASBLK-00721-00726, US",,DNIC-NET-214
183.207.86.101,56046,"CMNET-JIANGSU-AP China Mobile communications corporation, CN",CN,CMNET
74.152.242.156,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-20060628
166.255.163.14,6167,"CELLCO-PART, US",,MCICS
135.221.109.139,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",GB,UK-MICROSOFT-19960430
157.74.159.211,131932,"JEIS-NET JR East Information Systems Company, JP",JP,JEIS-IPNET
41.13.137.80,29975,"VODACOM-, ZA",ZA,
157.159.40.106,2094,"FR-TELECOM-MANAGEMENT-SUDPARIS Telecom & Management Sud Paris, EU",FR,INT-EVRY
220.18.178.152,NA,NA,JP,BBTECH
181.183.103.123,6306,"TELEFONICA VENEZOLANA, C.A., VE",,181.180.0.0 - 181.183.255.255
102.181.229.75,NA,NA,MU,ORG-AFNC1-AFRINIC
158.140.229.127,9790,"TWO-DEGREES-AS-AP Two Degrees Networks Limited, NZ",NZ,Auckland_Pure_MYR_NZ
159.10.53.56,NA,NA,,CNA-INSU
70.95.84.68,20001,"TWC-20001-PACWEST, US",,RRWE
120.52.251.74,133119,"UNICOM-CN China Unicom IP network, CN",CN,CU-CDC
157.190.21.144,1213,"HEANET, IE",IE,CIT
193.123.200.2,31898,"ORACLE-BMC-31898, US",,OC-195
32.98.37.76,7018,"ATT-INTERNET4, US",,ATT-32-0-0-0-A
184.213.242.109,NA,NA,,XX
14.191.18.75,45899,"VNPT-AS-VN VNPT Corp, VN",VN,VNPT-VN
118.51.168.11,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
220.234.205.55,9812,"CNNIC-CN-COLNET Oriental Cable Network Co., Ltd., CN",CN,COLNET
183.52.19.240,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-GD
71.13.75.124,20115,"CHARTER-20115, US",,ALL-MI-71-13-64
169.108.50.211,NA,NA,,JMC
223.26.172.218,38690,"HYOSUNGITX-AS-KR HyosungITX, KR",KR,LXN-KR
135.170.41.185,NA,NA,,ATT-135-170-0-0-B
208.11.47.129,174,"COGENT-174, US",,SPRINTLINK-BLKS
174.227.160.171,6167,"CELLCO-PART, US",,WIRELESSDATANETWORK
220.44.57.252,NA,NA,JP,BBTECH
87.51.192.107,3292,"TDC TDC AS, DK",DK,DK-TELEDANMARK-20050520
145.200.10.144,1101,"IP-EEND-AS IP-EEND BV, NL",NL,SURFNET-BLOCKB196
119.229.32.247,17511,"OPTAGE OPTAGE Inc., JP",JP,OPTAGE
217.0.68.128,3320,"DTAG Internet service provider operations, DE",DE,DTAG-DIAL13
222.139.34.167,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-HA
189.203.212.250,22884,"TOTAL PLAY TELECOMUNICACIONES SA DE CV, MX",,189.203.0.0 - 189.203.255.255
218.22.148.224,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-AH
146.178.241.226,NA,NA,AU,EMNET
108.75.98.144,7018,"ATT-INTERNET4, US",,SBC-108-75-96-0-22-1010184622
203.182.200.78,4673,"INTERVIA NTT DATA CORPORATION, JP",JP,InterVia-CIDR-BLK-JP
175.243.29.128,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
27.174.73.35,9644,"SKTELECOM-NET-AS SK Telecom, KR",KR,SK-TELECOM-NET-KR
146.248.20.20,NA,NA,IE,AUTODESK1
113.216.210.152,9644,"SKTELECOM-NET-AS SK Telecom, KR",KR,SK-TELECOM-NET-KR
198.141.151.77,NA,NA,,DHLBLK-151
4.11.185.156,3356,"LEVEL3, US",,LVLT-ORG-4-8
76.218.10.132,7018,"ATT-INTERNET4, US",,SBCIS-SBIS-6BLK
202.175.205.69,9658,"ETPI-IDS-AS-AP Eastern Telecoms Phils., Inc., PH",PH,ETPI
85.44.10.0,3269,"ASN-IBSNAZ, IT",IT,INTERBUSINESS
123.76.148.97,NA,NA,CN,CTTNET
180.127.176.64,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-JS
207.166.163.36,150436,"BYTEPLUS-AS-AP Byteplus Pte. Ltd., SG",SG,BYTEPLUS-SG
35.250.9.248,3549,"LVLT-3549, US",,TWTC
17.145.115.176,714,"APPLE-ENGINEERING, US",,APPLE-WWNET
203.81.231.177,NA,NA,PK,South_ADSL
53.71.11.35,31399,"DAIMLER-AS ITTTN Global Network, DE",DE,MERCEDES-BENZ-NET1
162.100.111.144,NA,NA,,WFC-162-100
131.164.120.185,3292,"TDC TDC AS, DK",DK,TDC-BREDBAANDSADSL-STATIC-NET
208.209.83.41,701,"UUNET, US",,UU-208-209-83
164.196.54.121,NA,NA,,NETBLK-STDN4-NET-B
216.216.71.180,16509,"AMAZON-02, US",,AMAZO-4
142.118.229.185,577,"BACOM, CA",,BELL-ICN-118-12
162.14.207.98,45090,"TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN",CN,TENCENT-CN
2.71.165.87,44034,"HI3G, SE",SE,HI3G-CUSTOMER-NET
166.70.159.177,6315,"XMISSION, US",,XMISSION-166-70-0-0
115.113.49.231,4755,"TATACOMM-AS TATA Communications formerly VSNL is Leading ISP, IN",IN,TATACOMM-IN
216.207.107.170,209,"CENTURYLINK-US-LEGACY-QWEST, US",,CENTURYLINK-LEGACY-QWEST-INET-7
221.201.155.151,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,UNICOM-LN
80.198.47.41,3292,"TDC TDC AS, DK",DK,DK-TELEDANMARK-20011107
179.44.33.16,6306,"TELEFONICA VENEZOLANA, C.A., VE",,179.44.0.0 - 179.47.255.255
222.238.68.148,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,broadNnet-KR
88.169.110.87,12322,"PROXAD, FR",FR,FR-PROXAD-ADSL
145.181.0.51,NA,NA,GB,UK-MICROSOFT-19930901
156.80.245.157,393649,"BOOZ-AS2, US",,BAH-NET
89.2.98.176,15557,"LDCOMNET --- I3Dnet ---, FR",FR,FR-NCNUMERICABLE
147.27.162.245,8278,"TUC-AS, GR",GR,TUC
22.217.181.186,749,"DNIC-AS-00749, US",,DNIC-SNET-022
49.171.14.162,17858,"POWERVIS-AS-KR LG POWERCOMM, KR",KR,Xpeed-KR
210.3.205.198,9304,"HUTCHISON-AS-AP HGC Global Communications Limited, HK",HK,HGCGLOBAL-HK
162.177.159.135,21928,"T-MOBILE-AS21928, US",,CORE
221.243.31.66,17506,"UCOM ARTERIA Networks Corporation, JP",JP,ARTE-USERNET
53.193.142.120,31399,"DAIMLER-AS ITTTN Global Network, DE",DE,MERCEDES-BENZ-NET1
197.65.135.84,12091,"MTNNS-1, ZA",ZA,
73.25.124.191,7922,"COMCAST-7922, US",,BEAVERTON-4
197.117.172.84,36947,"ALGTEL-AS, DZ",DZ,
134.193.153.35,3390,"UMKCNET, US",,UMKC
143.65.58.129,16509,"AMAZON-02, US",US,A100row-NET
192.210.226.20,36352,"AS-COLOCROSSING, US",,CC-192-210-226-0-24
119.132.116.198,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-GD
34.130.138.70,396982,"GOOGLE-CLOUD-PLATFORM, US",,GOOGL-2
206.224.121.150,NA,NA,,ETMCRHS
54.120.0.33,NA,NA,,MERCK2
145.183.185.85,NA,NA,GB,UK-MICROSOFT-19930901
190.67.237.180,3816,"COLOMBIA TELECOMUNICACIONES S.A. ESP BIC, CO",,190.66.0.0 - 190.67.255.255
207.44.17.77,3737,"AS-PTD, US",,MICROSERVE77
15.222.157.80,16509,"AMAZON-02, US",,AMAZON-YUL
1.152.47.117,1221,"ASN-TELSTRA Telstra Limited, AU",AU,TELSTRAINTERNET49-AU
66.225.88.177,29914,"MIDATL-3, US",,NET-66-225-88-0-1
184.10.225.223,5650,"FRONTIER-FRTR, US",,FRONTIER-COMMUNICATIONS
155.34.7.204,NA,NA,,MIT-LL
213.215.14.138,13193,"ASN-NERIM, FR",FR,FR-PHONESYSTEMS-20000222
129.180.139.114,24101,"UNE-AS-AP University of New England, AU",AU,UNE-ARMIDALE-AU
219.142.201.214,4847,"CNIX-AP China Networks Inter-Exchange, CN",CN,CNCITYNET
55.250.52.250,721,"DNIC-ASBLK-00721-00726, US",,CONUS-RCAS
155.196.73.152,NA,NA,SD,ORG-SUIN1-AFRINIC
188.5.36.160,5432,"PROXIMUS-ISP-AS, BE",BE,BE-PROXIMUS-MDE
211.31.66.33,4804,"MPX-AS Microplex PTY LTD, AU",AU,OPTUSINTERNET-AU
101.249.166.71,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-XZ
18.83.113.66,16509,"AMAZON-02, US",,AT-88-Z
131.49.71.131,399,"AFCONC-BLOCK1-AS, US",,HICKAM2-NET
211.79.99.84,NA,NA,TW,SAYHI-TW
130.111.129.163,557,"UMAINE-SYS-AS, US",,UMAINE-SYS
188.102.85.178,3209,"VODANET International IP-Backbone of Vodafone, DE",DE,ARCOR-DSL-NET19
132.179.160.221,2497,"IIJ Internet Initiative Japan Inc., JP",JP,TPMA-NET
150.35.149.213,4713,"OCN NTT Communications Corporation, JP",JP,JAPAN150
132.117.16.124,306,"DNIC-ASBLK-00306-00371, US",,ARNG-OK-NGNET
192.228.42.242,46592,"TOMBIGBEECOMM-1, US",,TCL-312
12.176.222.106,7018,"ATT-INTERNET4, US",,ATTSVCM-12-176-208-0
174.140.251.22,21769,"AS-COLOAM, US",,CODE200-UAB
186.166.165.192,6306,"TELEFONICA VENEZOLANA, C.A., VE",,186.166.0.0 - 186.166.255.255
201.209.117.54,NA,NA,,201.208.0.0 - 201.211.255.255
151.102.32.76,32104,"WELLMONT-TN, US",,WHS-44
137.3.129.57,367,"DNIC-ASBLK-00306-00371, US",,LITTLEROCK1-NET
49.124.153.248,4818,"DIGIIX-AP DiGi Telecommunications Sdn. Bhd., MY",MY,DIGI-AS-AP
134.249.209.83,15895,"KSNET-AS, UA",UA,KYIVSTAR-NET-10
219.96.231.207,4713,"OCN NTT Communications Corporation, JP",JP,OCN-CIDR-BLK-JP
66.71.57.38,3999,"PENN-STATE, US",,PENNSTATE
65.38.154.118,10835,"VISIONARY, US",,VAIL-EWTECHNOLOGY
66.194.226.248,3549,"LVLT-3549, US",,TWTC-NETBLK-4
221.234.240.111,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-HB
27.246.139.229,9674,"FET-TW Far EastTone Telecommunication Co., Ltd., TW",TW,FEG-MPLS-NETWORK-NET
150.15.248.217,2907,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics, JP",JP,JAPAN150
158.104.68.100,29984,"WILLAMETTE, US",,WILLANET
152.155.242.76,16509,"AMAZON-02, US",,AT-88-Z
159.14.229.207,7328,"CHOP, US",,CHOP
210.115.104.243,10171,"SKTELINK-AS SKTelink, KR",KR,SKTelink-KR
195.73.173.148,1136,"KPN KPN National, NL",NL,NL-KPN-BBT-970801
8.124.220.52,3356,"LEVEL3, US",,LVLT-ORG-8-8
183.229.118.205,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,CMNET
102.51.170.41,6713,"IAM-AS, MA",MA,
38.87.29.206,174,"COGENT-174, US",,COGENT-A
71.78.46.212,11427,"TWC-11427-TEXAS, US",,RELAX-MOTEL
86.185.17.11,2856,"BT-UK-AS BTnet UK Regional network, GB",GB,BT-Central-Plus
138.112.123.162,NA,NA,,138-112-0-0-16
38.184.9.50,174,"COGENT-174, US",,COGENT-A
158.251.122.79,16742,"Universidad Catolica de Valparaiso, CL",,158.251.0.0 - 158.251.255.255
11.236.122.22,749,"DNIC-AS-00749, US",,DODIIS
220.97.155.14,4713,"OCN NTT Communications Corporation, JP",JP,OCN
173.59.65.181,701,"UUNET, US",,VIS-BLOCK
165.196.151.207,2152,"CENIC-2152, US",,LOS-RIOS-CCD
181.122.226.10,23201,"Telecel S.A., PY",,181.120.0.0 - 181.123.255.255
196.119.25.164,36925,"ASMedi, MA",MA,
38.202.164.46,174,"COGENT-174, US",,COGENT-A
103.4.148.169,NA,NA,KR,DIRECT-HOSTING-KR
133.148.165.253,10021,"KVH KVH Co.,Ltd, JP",JP,JPNIC-NET-JP-ERX
215.225.200.29,749,"DNIC-AS-00749, US",,DNIC-NET-215
207.187.164.197,NA,NA,,ADS-17
202.52.192.222,NA,NA,HK,GCHK-SG
159.17.83.48,NA,NA,,CITIRES-COM
216.192.2.127,NA,NA,,UUNET-HIL-BLK4
121.139.66.173,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
140.3.210.243,749,"DNIC-AS-00749, US",,CLOUD-SVCS-140-003-AWS-WEST
217.107.244.24,12389,"ROSTELECOM-AS PJSC Rostelecom. Technical Team, RU",RU,RU-RTK-20001220
211.18.75.223,2516,"KDDI KDDI CORPORATION, JP",JP,KDDI-NET
42.92.66.26,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-GS
59.117.109.225,3462,"HINET Data Communication Business Group, TW",TW,HINET-NET
210.201.200.92,7482,"APOL-AS Asia Pacific On-line Service Inc., TW",TW,APOL
199.77.188.129,3549,"LVLT-3549, US",,LVLT-ORG-199-75
135.211.21.32,NA,NA,,ATT-MOBILITY-LLC-135-211-0-0
213.220.219.55,16019,"VODAFONE-CZ-AS, CZ",CZ,Vodafone-BROADBAND-XI
9.197.214.13,NA,NA,,IBM
194.188.227.50,719,"ELISA-AS ELISA OYJ, FI",FI,FI-ELISA-194-188
105.20.248.142,37100,"SEACOM-AS, MU",MU,ORG-SL75-AFRINIC
223.249.130.63,9812,"CNNIC-CN-COLNET Oriental Cable Network Co., Ltd., CN",CN,COLNET
222.254.174.182,45899,"VNPT-AS-VN VNPT Corp, VN",vn,HCMPT-NET
189.232.168.66,NA,NA,,189.224.0.0 - 189.239.255.255
204.3.99.248,2914,"NTT-DATA-2914, US",,NTTA-204
46.200.184.104,6849,"UKRTELNET, UA",ua,UKRTELNET-ADSL
139.183.249.196,NA,NA,CN,DMTNET
109.0.85.15,15557,"LDCOMNET --- I3Dnet ---, FR",FR,N9UF-INFRA
108.52.240.151,701,"UUNET, US",,VIS-BLOCK
3.24.213.50,16509,"AMAZON-02, US",,AMAZO-SYD
198.10.158.164,24,"AS24, US",,NETBLK-NSI-CIDR-1
155.165.174.252,7287,"PBI-NET-BLK2, US",,ATT-MOBILITY-LLC-155-165-0-0
218.76.191.183,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-HN-CD
210.135.2.161,NA,NA,JP,JPNIC-NET-JP
212.97.133.164,48854,"TEAM-BLUE-DENMARK, DK",DK,ACL-12022-1
175.209.126.145,4766,"KIXS-AS-KR Korea Telecom, KR",KR,KORNET-KR
170.167.16.252,NA,NA,,COSTCOCO
216.72.251.187,16509,"AMAZON-02, US",,AMAZO-4
202.40.122.149,NA,NA,IN,JPMC2-AP
188.2.127.135,31042,"SERBIA-BROADBAND-AS Serbia BroadBand-Srpske Kablovske mreze d.o.o., RS",RS,SBBNET
67.102.78.36,3257,"GTT-BACKBONE GTT, US",,MEGAPATH-BLK-57
149.221.17.195,9175,"CIRCIT CircIT GmbH & Co.KG, DE",DE,RBPD-DUS
210.69.155.204,4782,"GSNET Data Communication Business Group, TW",TW,GSN-NET
156.88.75.18,10695,"WAL-MART, US",,WAL-MART5
3.14.225.160,16509,"AMAZON-02, US",,AT-88-Z
122.41.161.62,17858,"POWERVIS-AS-KR LG POWERCOMM, KR",KR,Xpeed-KR
208.152.159.154,3561,"CENTURYLINK-LEGACY-SAVVIS, US",,CENTURYLINK-LEGACY-SAVVIS-BLK85
176.25.72.28,5607,"BSKYB-BROADBAND-AS, GB",GB,BSKYB-BROADBAND
135.65.113.226,NA,NA,,ATT-135-65-73-B
219.67.36.95,4725,"ODN SoftBank Corp., JP",JP,ODN
36.166.55.180,9808,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,CMNET
82.48.136.30,3269,"ASN-IBSNAZ, IT",IT,TELECOM-ADSL-3
145.249.100.151,211095,"MBS-USINGEN, DE",DE,DE-MB-SATELLITE-20180416
164.220.115.134,749,"DNIC-AS-00749, US",,NEW-NETWORK
210.88.142.6,NA,NA,JP,NIC-JNXINGW2
208.226.208.56,394453,"ITO-DG, US",,UU-208-226-208
214.190.168.243,749,"DNIC-AS-00749, US",,DNIC-NET-214
185.227.139.239,48011,"DIGITURUNC, TR",TR,DigiTurunc
44.173.122.114,7377,"UCSD, US",,AMPRNET
142.37.250.153,NA,NA,,IOL-NET
195.250.90.226,49800,"GNC-ALFA GNC Alfa CJSC, AM",AM,AM-GNC-970310
19.101.165.83,NA,NA,,FINET
93.53.110.39,12874,"FASTWEB, IT",IT,FASTWEB-POP-VOIP
198.156.151.174,NA,NA,,NETBLK-MCI-SP-C1
80.52.36.212,5617,"TPNET, PL",PL,CUSTOMER-IDSL
189.181.3.163,8151,"UNINET, MX",,189.181.3.0 - 189.181.3.255
146.111.218.24,31822,"CITY-UNIVERSITY-OF-NEW-YORK, US",,GCGATE
217.204.33.107,3257,"GTT-BACKBONE GTT, US",GB,CYGNET
12.187.137.5,7018,"ATT-INTERNET4, US",,ATT-INCS-12-187-128-0
214.151.171.0,749,"DNIC-AS-00749, US",,DNIC-NET-214
90.206.180.255,5607,"BSKYB-BROADBAND-AS, GB",GB,BSKYB-BROADBAND
113.132.172.237,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-SN
173.201.79.186,44273,"GODADDY-DNS, DE",,GO-DADDY-COM-LLC
65.128.203.220,209,"CENTURYLINK-US-LEGACY-QWEST, US",,CENTURYLINK-LEGACY-QWEST-INET-18
66.194.49.42,3549,"LVLT-3549, US",,TWTC-FIS
83.226.163.213,2119,"TELENOR-NEXTEL Telenor Norge AS, NO",SE,SE-TELENOR-20040312
222.205.190.85,4538,"ERX-CERNET-BKB China Education and Research Network Center, CN",CN,SHR-CERNET
56.222.12.115,NA,NA,,USPS1
175.77.118.22,NA,NA,CN,NorthStar
148.170.236.157,393731,"FVDC, US",,FVDC
206.156.77.153,3561,"CENTURYLINK-LEGACY-SAVVIS, US",,CENTURYLINK-LEGACY-SAVVIS-BLK122
218.109.30.197,24139,"WASUHZ Huashu media&Network Limited, CN",CN,WASU-BB
222.93.249.246,140292,"CHINATELECOM-JIANGSU-SUZHOU-5G-NETWORK CHINATELECOM Jiangsu province Suzhou 5G network, CN",CN,CHINANET-JS
123.251.15.167,NA,NA,KR,SIM-NET
144.156.217.34,NA,NA,,AMERITECH9
144.182.106.29,721,"DNIC-ASBLK-00721-00726, US",,DNIC-RNET-144-182
190.220.201.77,11664 19037,,,190.220.128.0 - 190.220.255.255
213.34.82.30,33915,"TNF-AS, NL",NL,ZIGGO-B2B-VNN-1
203.143.181.81,NA,NA,IN,TECHMAHINDRA
57.44.245.130,NA,NA,GB,UK-MICROSOFT-19930621
137.57.177.173,NA,NA,,ALTERA
22.155.14.72,749,"DNIC-AS-00749, US",,DNIC-SNET-022
155.230.38.120,10052,"KNU-AS Kyungpook National University, KR",KR,KNU-NET-KR
206.5.33.104,174,"COGENT-174, US",,COGENT-206-4-14
191.214.214.134,7738,"V tal, BR",,GCSA-20
215.68.47.148,721,"DNIC-ASBLK-00721-00726, US",,DNIC-NET-215
203.158.130.227,135588,"UNINET-AS-RMUTTO-CPC Rajamangala University of Technology Tawan-ok Chakrabongse Bhuvanarth Campus, TH",TH,RUOTTC-TH
145.107.138.247,1103,"SURFNET-NL SURFnet, The Netherlands, NL",NL,SOLIS-NET
1.175.4.57,3462,"HINET Data Communication Business Group, TW",TW,HINET-NET
156.219.132.49,8452,"TE-AS TE-AS, EG",EG,
154.114.45.224,2018,"TENET-1, ZA",ZA,ORG-UP1-AFRINIC
201.48.212.153,16735,"ALGAR TELECOM SA, BR",BR,75117
134.30.164.74,680,"DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V., DE",DE,HMI
113.92.18.29,4134,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,CHINANET-GD
154.7.116.248,174,"COGENT-174, US",,COGENT-154-7-16
203.86.98.109,NA,NA,MM,CTG-NETWORK
86.219.241.244,3215,"France Telecom - Orange, FR",FR,IP2000-ADSL-BAS
201.24.218.130,8167,"V tal, BR",BR,516448
210.246.69.133,4741,"SAMART-INFONET-AS Samart Infonet Co., Ltd., TH",TH,SI-TH
220.38.138.26,NA,NA,JP,BBIXINTLNET-CIDR-BLK-JP
99.108.23.69,7018,"ATT-INTERNET4, US",,SBC-99-108-20-0-22-1008091115
40.165.136.71,16509,"AMAZON-02, US",,AMAZO-4
34.154.250.213,396982,"GOOGLE-CLOUD-PLATFORM, US",,GOOGL-2
209.214.57.56,7018,"ATT-INTERNET4, US",,METTEL-S74-57-56
160.180.216.246,NA,NA,IT,ROMA-UTOVNET
12.43.72.77,7018,"ATT-INTERNET4, US",,MASERGY-92-72-72
16.66.27.140,16509,"AMAZON-02, US",,AMAZO-4
148.37.84.93,749,"DNIC-AS-00749, US",,DNIC-SNET-148-010
44.113.15.131,7377,"UCSD, US",,AMPRNET
209.92.22.175,NA,NA,,WINDSTREAM
33.245.72.129,749,"DNIC-AS-00749, US",,DISN-IP-LEGACY
